chname,ename,gbcode,a100009_10,a100010_10,a100003_10,a100004_10,a100011_10,a100007_10,a100008_10,a100006_10,a100005_10,a100002_10,a100001_10
˫,ShuangChiZhen,141130102,16762,1320,10571,5801,18949,10432,4844,10821,21253,12355,22926
Һ,TaoHongPoZhen,141130103,11865,1217,7784,4650,14779,7760,3296,8395,16155,8594,16378
ʯ,ShiKouXiang,141130200,9279,1014,6068,3336,12444,6028,2581,6722,12750,6806,12874
,HuiLongXiang,141130201,9591,1010,6472,3963,12258,6452,2982,6961,13413,7111,13583
Ȫ,WenQuanXiang,141130202,6750,831,4466,2743,9017,4447,1954,5034,9481,5069,9535
ֵ´,XinYiJieDaoBanShiChu,141181001,84237,5065,54428,31024,68215,48556,21243,49499,98055,56117,110545
¥ֵ´,ZhongYangLouJieDaoBanShiChu,141181002,28440,1942,17909,11264,25304,17682,7214,18448,36130,19687,37596
˽ֵ´,ZhenXingJieDaoBanShiChu,141181003,10744,1105,7221,4187,13699,7184,2960,7462,14646,7588,14809
ֵ´,DongXuJieDaoBanShiChu,141181004,7419,1019,4886,3219,9693,4886,1760,5312,10198,5312,10198
Ľֵ´,ChongWenJieDaoBanShiChu,141181005,27885,1439,17815,9479,20368,15009,6960,15414,30423,18469,36284
,DuiZhenZhen,141181100,31153,3465,20036,13846,36570,19814,7578,21185,40999,22160,42196
Ȫ,YangQuanQuZhen,141181101,26441,2699,16282,10798,31671,15210,5430,16245,31455,18288,34570
±,XiaBaoZhen,141181102,13137,1699,8823,5703,16355,8776,3283,9204,17980,9296,18119
ׯ,XiXinZhuangZhen,141181103,12412,1279,8297,5386,16583,8282,3148,8539,16821,8542,16839
,GaoYangZhen,141181104,29657,3316,19094,11858,36941,17386,7420,18527,35913,21299,40393
ͩ,WuTongZhen,141181105,19404,2056,13225,7970,24812,13224,5306,13523,26747,13541,26766
,ZhuPuZhen,141181106,7719,1089,5105,3283,10145,4946,1637,5156,10102,5340,10445
Т,DaXiaoBaoXiang,141181200,23434,2642,15519,10098,30186,15386,6298,16322,31708,16855,32374
դ,XiaShanXiang,141181201,11170,1290,6585,4035,12276,6165,2577,6750,12915,8452,15037
,YiMaXiang,141181202,5852,809,3097,2336,6019,3064,1132,3310,6374,4696,7793
,NanYangXiang,141181203,4563,674,2995,2014,5598,2942,1165,3273,6215,3407,6402
Ŵ,DuCunXiang,141181204,6047,850,3997,2521,7881,3919,1507,4342,8261,4407,8404
ķֵ´,WenFengJieDaoBanShiChu,141182001,28295,2461,19850,9846,26442,15159,7214,15373,30532,18120,37970
̫Žֵ´,TaiHeQiaoJieDaoBanShiChu,141182002,31165,2556,19982,10531,28257,15701,6146,15383,31084,19885,39867
ּׯ,JiaJiaZhuangZhen,141182100,21718,2522,14420,8575,28098,14276,5830,15456,29732,15650,30070
ӻ,XingHuaCunZhen,141182101,22991,2109,14716,8664,28796,13727,5446,14440,28167,15830,30546
,JiCunZhen,141182102,27805,3185,19209,11178,37965,19099,8148,19765,38864,19929,39138
Фׯ,XiaoJiaZhuangZhen,141182103,23617,2715,15954,9773,31533,15738,6425,16524,32262,16803,32757
,YanWuZhen,141182104,19388,2268,13497,7381,26671,13392,5696,13674,27066,13855,27352
Ȫ,SanQuanZhen,141182105,23812,2976,15732,9889,30788,15255,6160,16327,31582,17216,32948
ʯׯ,ShiZhuangZhen,141182106,6465,934,4321,2795,8395,4176,1386,4231,8407,4464,8785
ׯ,YangJiaZhuangZhen,141182107,10189,1361,6805,4327,13278,6780,2627,7213,13993,7372,14177
,YuDaoHeZhen,141182108,15176,1941,10007,6282,20327,10005,3682,10788,20793,10792,20799
,XiHeXiang,141182200,26591,1993,17267,10814,19083,16520,6473,16742,33262,17790,35057
,YangChengXiang,141182201,30794,3185,20829,12619,39964,20605,8613,21575,42180,21763,42592
ׯ,LiJiaZhuangXiang,141182202,17758,2112,11523,7245,21483,11333,4284,12141,23474,12631,24154
·ֵ´,HaiLaErDongLuJieDaoBanShiChu,150102001,67147,5147,39755,20236,34750,26339,6529,24468,50807,39068,78823
·ֵ´,XiLinLuJieDaoBanShiChu,150102002,23382,4179,15559,11343,17915,14772,3013,14253,29025,15015,30574
ɽ·ֵ´,ZhongShanDongLuJieDaoBanShiChu,150102003,13790,2764,9148,6647,10677,8382,1423,7794,16176,8829,17977
ֵֽ´,DongJieJieDaoBanShiChu,150102004,35075,4633,22869,16289,29596,22123,5336,21252,43375,22175,45044
ֵֽ´,XiJieJieDaoBanShiChu,150102005,33801,5458,23026,16314,30233,22099,5450,20666,42765,21683,44709
·ֵ´,DongFengLuJieDaoBanShiChu,150102006,62593,5083,40017,27522,41032,37549,11013,36311,73860,38672,78689
ӭ·ֵ´,YingXinLuJieDaoBanShiChu,150102007,34640,3293,22261,15007,22326,20244,5668,19955,40199,21340,43601
ɼ˼ֵֽ´,ChengJiSiHanDaJieJieDaoBanShiChu,150102008,169979,6904,102126,74758,44934,98432,39124,104230,202662,113881,216007
,BaoHeShaoZhen,150102101,8674,1504,5293,4332,10289,5272,1331,6067,11339,6216,11509
³ʢ߿Ƽ԰,XinChengQuHongShengGaoKeJiYuanQu,150102400,306,9,137,52,1,31,7,53,84,185,322
»·´,XinHuaXiLuBanShiChu,150103001,30776,4014,20776,12744,19005,16666,3730,16054,32720,17744,38520
ɽ·´,ZhongShanXiLuBanShiChu,150103002,15532,2378,10360,7324,10810,9443,1984,8907,18350,9534,19894
·´,GuangMingLuBanShiChu,150103003,35947,3948,23030,15618,21409,20522,5454,19739,40261,22319,45349
·´,HaiLaErXiLuBanShiChu,150103004,31913,3612,19484,14897,22629,19212,5131,19346,38558,21172,40656
ӽְ´,HuanHeJieBanShiChu,150103005,34723,4090,22515,16557,21600,21888,5735,21330,43218,22033,44548
ְͨ´,TongDaoJieBanShiChu,150103006,17159,2618,11293,8153,13940,10741,2384,10356,21097,10868,22161
·´,GangTieLuBanShiChu,150103007,23677,2381,13868,10519,12629,13570,3940,13598,27168,16130,29998
,YouYouBanZhen,150103100,125822,5004,77682,46486,28050,60219,22603,63581,123800,75747,153429
Сǰְ´,XiaoZhaoQianJieBanShiChu,150104001,19214,2472,12720,9211,12617,12298,3121,11804,24102,12087,24807
¡´,XingLongXiangBanShiChu,150104002,21193,2282,14003,10315,11170,13732,4063,13314,27046,13535,27538
Ȱ´,ChangHeLangBanShiChu,150104003,11184,1137,7102,5380,5460,6937,1983,6892,13829,7202,14304
ʯ·´,ShiDongLuBanShiChu,150104004,22714,2529,14667,10898,14528,14279,3703,13875,28154,14279,28946
Ͻְ´,DaNanJieBanShiChu,150104005,17896,1688,11781,7909,9996,10674,2709,10082,20756,10512,22293
˹·´,EErDuoSiLuBanShiChu,150104006,16155,1317,10196,7669,4208,10154,3494,10670,20824,10770,20966
԰´,XiCaiYuanBanShiChu,150104007,79619,3433,46833,34784,11469,46535,18602,48277,94812,54821,101654
Ѿ·´,ZhaoJunLuBanShiChu,150104008,62588,2562,38838,24480,8742,33010,13679,34593,67603,39991,78829
Сں,XiaoHeiHeZhen,150104100,49472,3765,29856,21729,24858,28489,10791,30970,59459,34172,64028
·ֵ´,RenMinLuJieDaoBanShiChu,150105001,48249,6885,31718,22528,37967,30133,7403,28679,58812,30819,62537
ѧ·ֵ´,DaXueXiLuJieDaoBanShiChu,150105002,52906,5179,33694,15160,29890,20326,4610,19175,39501,29001,62695
첼·ֵ´,WuLanChaBuLuJieDaoBanShiChu,150105003,31939,3769,20738,14949,20794,19942,4936,18790,38732,19906,40644
ѧ·ֵ´,DaXueDongLuJieDaoBanShiChu,150105004,50144,4490,28912,15418,24779,20617,4973,19399,40016,30695,59607
ר·ֵ´,ZhongZhuanLuJieDaoBanShiChu,150105005,45079,3448,27955,18284,17987,24302,6907,23768,48070,27479,55434
ɱ,QiaoBaoZhen,150105100,111876,5816,69375,51995,34411,67246,24564,69974,137220,72881,142256
,YuLinZhen,150105101,10754,2102,6480,5217,12800,6345,1390,6945,13290,7766,14246
,BaYanZhen,150105102,50426,1672,27081,6892,13058,9261,3446,9872,19133,28463,55544
ƺ,HuangHeShaoZhen,150105103,24106,4298,15245,11753,29047,14958,4001,16528,31486,17160,32405
,JinHeZhen,150105104,28108,2974,17133,12714,28523,16992,5542,18909,35901,19491,36624
դ,XiBaShanXiang,150105201,45907,2572,27009,19989,15789,26671,10336,28476,55147,31806,58815
žü�,JinQiaoJingJiJiShuKaiFaQu,150105400,8590,260,4283,2072,2098,2704,798,2604,5308,5365,9648
ͺ⿪,HuHeHaoTeShiRuYiKaiFaQu,150105401,4579,237,2235,1330,17,1777,328,1660,3437,2909,5144
,ChaSuQiZhen,150121100,68803,7846,43505,30868,68637,41500,13378,43762,85262,46522,90027
Ͽ,BiKeQiZhen,150121101,21165,3369,13733,9925,26803,13548,3959,14502,28050,14760,28493
,ShanDaiZhen,150121102,21906,4166,14137,10552,28560,14137,3533,15468,29605,15468,29605
̨,TaiGeMuZhen,150121103,21422,1665,13231,9547,14797,13142,4641,14137,27279,14497,27728
,BaiMiaoZiZhen,150121104,23114,3724,14825,10839,28299,14707,4640,16022,30729,16653,31478
ɳ,ShaErQinZhen,150121105,10787,1792,7093,5048,13465,7060,2371,7720,14780,7857,14950
ʲ,BeiShenZhouXiang,150121207,18166,2909,11416,8231,23152,11416,3147,12800,24216,12806,24222
,TaBuSaiXiang,150121208,12580,2333,8132,5705,16427,8130,2363,9121,17251,9144,17276
ֻ,ZhiJiLiangXiang,150121212,17247,3516,11372,8927,22226,11354,2919,12164,23518,12310,23682
ͺؾü�,HuHeHaoTeJingJiJiShuKaiFaQuJinChuanQu,150121400,15849,294,8091,3964,19,4620,1383,4859,9479,9435,17526
ͺؽɽü�,HuHeHaoTeJinShanJingJiJiShuKaiFaQu,150121401,7323,72,4485,210,16,185,44,214,399,2954,7439
ͺ⿪,HuHeHaoTeRuYiKaiFaQuNanQu,150121402,100,5,30,0,2,0,1,0,0,76,106
˫,ShuangHeZhen,150122100,69790,6566,44692,31619,67197,42610,16597,43625,86235,48261,92953
Ӫ,XinYingZiZhen,150122101,41136,4333,26317,16853,44514,25872,9968,27850,53722,29120,55437
,WuShenZhen,150122102,15801,2840,10067,7528,20367,10058,2375,10920,20978,10949,21016
ʲ,WuShenJiaZhen,150122103,7490,1295,4551,3591,8612,4523,1293,5241,9764,5527,10078
ų,GuChengZhen,150122104,16256,2149,10374,6156,20133,10362,2951,10923,21285,10982,21356
ǹ,ChengGuanZhen,150123100,39745,4229,25387,18088,36074,24343,8310,25504,49847,26897,52284
ʢ,ShengLeZhen,150123101,27205,3889,17042,10789,34539,16959,5077,18923,35882,19129,36171
µ,XinDianZiZhen,150123102,9045,1228,5649,3886,11629,5634,1636,6195,11829,6260,11909
,SheBiYaXiang,150123203,14885,2349,9334,6312,18264,9298,2270,10081,19379,10170,19504
,DaHongChengXiang,150123205,10663,1866,6661,4997,13790,6660,1508,7358,14018,7376,14037
Ⱥ,YangQunGouXiang,150123206,3378,424,2126,1248,4333,2126,570,2246,4372,2246,4372
ز,HeiLaoYaoXiang,150123207,3430,728,2099,1946,4465,2099,365,2424,4523,2424,4523
ʢ־ùҵ԰,ShengLeJingJiGongYeYuanQu,150123400,23347,898,15322,5797,7496,7389,2811,8179,15568,11734,27056
ǹ,ChengGuanZhen,150124100,29206,3083,19188,13251,25271,18495,6864,19031,37526,19965,39153
,HongHeZhen,150124101,9290,1676,5818,4820,11483,5749,1471,6099,11848,6619,12437
,LaMaWanZhen,150124102,11231,1081,7602,5292,10248,7569,3420,7996,15565,8130,15732
Ҥ,YaoGouXiang,150124200,10466,2163,6617,5187,13839,6567,1557,7143,13710,7569,14186
,BeiBaoXiang,150124201,4583,996,2778,2420,5921,2757,464,3136,5893,3265,6043
탲ׯ,JiuCaiZhuangXiang,150124202,4807,985,2903,2517,6185,2811,544,3146,5957,3433,6336
,KeZhen,150125100,38973,4070,26170,19082,27212,25898,9369,25915,51813,26242,52412
,HaLeZhen,150125101,12380,1985,7408,5827,15259,7393,1691,8533,15926,8648,16056
,XiWuLanBuLangZhen,150125102,6336,1286,3951,3281,7739,3941,840,4343,8284,4511,8462
ɽ,DaQingShanXiang,150125200,2506,446,1502,1426,2910,1499,333,1767,3266,1783,3285
ͺ,ShangTuHaiXiang,150125205,9565,1942,6064,5064,12429,6057,1204,6607,12664,6647,12711
ʤ,DeShengGouXiang,150125207,1929,450,1124,1128,2446,1124,157,1405,2529,1412,2536
,ErFenZiXiang,150125211,5707,1379,3602,3178,7403,3593,655,4046,7639,4139,7741
,HaLaHeShaoXiang,150125213,3945,993,2287,2217,4787,2238,307,2685,4923,2958,5245
ɹ䴨ÿ,NeiMengGuWuChuanJingJiKaiFaQu,150125400,182,8,70,61,0,62,17,90,152,137,207
䴨ǿ,WuChuanJinSanJiaoKaiFaQu,150125401,58,3,31,21,1,26,10,32,58,40,71
ƽ·ֵ´,HePingLuJieDaoBanShiChu,150202001,16833,1926,10869,7741,12580,10787,2358,10190,20977,10248,21117
ֵ´,CaiShenMiaoJieDaoBanShiChu,150202002,16591,2767,10836,8345,13735,10702,2258,10661,21363,10780,21616
԰ֵ´,XiNaoBaoJieDaoBanShiChu,150202003,37984,4797,24275,18401,27314,24070,6005,24333,48403,24511,48786
ֵ´,NanMenWaiJieDaoBanShiChu,150202004,26518,3021,16721,12643,17489,16549,3850,16401,32950,16668,33389
ٶֵ´,NanGeDongJieDaoBanShiChu,150202005,38643,4922,23866,17240,31664,23646,5651,23147,46793,25350,49216
վֵ´,DongZhanJieDaoBanShiChu,150202006,43965,8022,28450,20512,44668,27215,5278,26541,53756,28815,57265
ֵ´,HuiMinJieDaoBanShiChu,150202007,17849,2517,11211,8404,15343,10867,2093,10916,21783,11248,22459
ֵ´,ErLiBanJieDaoBanShiChu,150202008,27035,3490,16981,13309,18167,16936,3759,17197,34133,17303,34284
Ӷֵ´,HeDongJieDaoBanShiChu,150202009,29107,3541,18386,13833,20223,18084,4664,18329,36413,18926,37312
ֵ´,TieXiJieDaoBanShiChu,150202010,23990,3316,15368,11842,14558,15149,3958,15523,30672,15896,31264
˽ֵ´,DongXingJieDaoBanShiChu,150202011,24583,3923,15832,11918,24762,15436,3591,15446,30882,16265,32097
ֵ´,YangGeLengJieDaoBanShiChu,150202012,1919,255,1112,1038,1756,1111,263,1232,2343,1325,2437
Ӷ,HeDongZhen,150202100,54138,3541,33907,22845,19795,30009,10590,31632,61641,34362,68269
ɳ,ShaErQinZhen,150202101,41166,4240,25074,19133,45074,24960,7128,26911,51871,27460,52534
·ֵ´,ShaoXianLuJieDaoBanShiChu,150203001,45487,10423,31361,23017,51650,30734,6449,30050,60784,30998,62359
̶ֵ´,ZhaoTanJieDaoBanShiChu,150203003,42595,3249,18715,9698,25798,12233,2702,12415,24648,29831,48546
·ֵ´,LinYinLuJieDaoBanShiChu,150203004,17283,2962,11509,8685,14980,11117,2471,10815,21932,11207,22716
ֵֽ´,YouYiDaJieJieDaoBanShiChu,150203005,18548,4237,12741,10067,15483,12605,3063,12676,25281,13107,25848
ֵֽ´,AErDingDaJieJieDaoBanShiChu,150203006,32326,5645,22209,16397,25011,20921,5450,19843,40764,21212,43421
Žֵֽ´,TuanJieDaJieJieDaoBanShiChu,150203007,20151,2047,12743,9479,14600,12622,3585,12770,25392,13040,25783
ɽֵ´,AnShanDaoJieDaoBanShiChu,150203008,40469,5253,26498,18992,29551,25951,6904,25389,51340,26128,52626
ǰֵ´,QianJinDaoJieDaoBanShiChu,150203009,37058,4560,23861,16366,26199,21676,5905,20867,42543,23662,47523
и·ֵ´,ShiFuDongLuJieDaoBanShiChu,150203010,24991,2150,15231,10413,18885,14386,3437,14325,28711,15347,30578
·ֵ´,BaiYunLuJieDaoBanShiChu,150203011,21450,3746,14349,10752,18243,14114,3384,13744,27858,14231,28580
ƺ·ֵ´,HuangHeXiLuJieDaoBanShiChu,150203012,35973,4694,22361,17241,29760,22000,4836,22370,44370,23142,45503
·ֵ´,KunGongLuJieDaoBanShiChu,150203013,16899,4172,11941,8873,18241,11612,2735,11475,23087,11865,23806
ֵ´,KunBeiJieDaoBanShiChu,150203014,47544,2013,28824,22148,9170,28606,11035,30800,59406,31768,60592
,KunHeZhen,150203100,136241,5013,82852,61407,22658,82128,32878,87437,169565,91280,174132
ͼ,BuErHanTuZhen,150203102,26831,1499,15283,11976,10282,14945,5386,16222,31167,18433,33716
ֳ´,BaoGangChangQuBanShiChu,150203400,1019,33,317,507,0,314,57,531,845,792,1109
ȷֵ´,XianFengDaoJieDaoBanShiChu,150204001,28631,3811,17521,12472,19575,16238,3784,15898,32136,18705,36226
Ҹ·ֵ´,XingFuLuJieDaoBanShiChu,150204002,26220,3677,17261,12353,23506,16526,3714,15837,32363,16350,33611
·ֵ´,WanQingLuJieDaoBanShiChu,150204003,41292,3526,26111,18652,24320,24890,7503,24416,49306,26210,52321
ǿ·ֵ´,FuQiangLuJieDaoBanShiChu,150204004,35802,7223,24297,17876,35369,23539,5567,22799,46338,24295,48592
ѧ·ֵ´,KeXueLuJieDaoBanShiChu,150204005,53075,7150,32621,23858,44068,30719,6988,30121,60840,34592,67213
ɽ·ֵ´,QingShanLuJieDaoBanShiChu,150204006,35420,6755,23157,17913,34455,22417,5132,22202,44619,24150,47307
·ֵ´,ZiYouLuJieDaoBanShiChu,150204007,59673,7344,39197,24345,46261,31700,8340,31470,63170,36160,75357
ͼֵ´,WuSuTuJieDaoBanShiChu,150204008,20194,2630,11448,6883,13710,8290,1860,8171,16461,13236,24684
ร,QingFuZhen,150204100,35547,910,18538,14300,5767,15566,4969,17088,32654,22888,41426
ʤ,XingShengZhen,150204101,42691,2031,25774,19544,9626,25561,9759,27586,53147,28707,54481
ˮȪ,WanShuiQuanZhen,150204102,28841,2674,17696,12764,19430,17388,5747,18106,35494,19566,37262
ͷϡϡ·ֵ´,BaoTouXiTuGaoXinQuXiTuLuJieDaoBanShiChu,150204401,65467,3091,38704,28515,18917,36821,13246,38619,75440,43100,81804
ʯսֵ´,ShiGuaiJieDaoBanShiChu,150205001,5231,915,3456,2878,5436,3442,749,3430,6872,3439,6895
󷢽ֵ´,DaFaJieDaoBanShiChu,150205002,393,151,270,269,540,270,36,300,570,310,580
Žֵ´,DaCiJieDaoBanShiChu,150205003,2298,762,1603,1476,3138,1603,249,1698,3301,1706,3309
嵱ֵ´,WuDangGouJieDaoBanShiChu,150205004,4914,1133,3289,2800,6469,3288,608,3357,6645,3366,6655
׺ֵ´,BaiHuGouJieDaoBanShiChu,150205005,4020,775,2489,2140,5033,2485,400,2572,5057,2706,5195
º´,DaDeHengBanShiChu,150205006,2588,345,1444,1207,2604,1405,345,1528,2933,1834,3278
嵱,WuDangZhaoZhen,150205101,5212,951,2950,2921,6030,2942,508,3607,6549,3721,6671
ҵ԰ίԱ,GongYeYuanQuGuanLiWeiYuanHui,150205400,2670,356,1312,1348,1871,1258,194,1470,2728,1908,3220
ɽ·ֵ´,KuangShanLuJieDaoBanShiChu,150206001,9316,971,5758,4558,7002,5655,1686,5809,11464,6215,11973
ֵͨ´,TongYangDaoJieDaoBanShiChu,150206002,11009,1089,6796,5047,6679,6643,1979,6691,13334,7281,14077
ɳӽֵ´,ShaHeJieDaoBanShiChu,150207001,50642,3481,32494,23015,21590,31193,11372,31344,62537,33001,65495
ֵ´,SaiHanJieDaoBanShiChu,150207002,17040,877,10120,7843,3896,9944,3685,10604,20548,11482,21602
ֵ´,SaRuLaJieDaoBanShiChu,150207003,3557,404,2156,1703,3135,2129,604,2232,4361,2409,4565
ϯսֵ´,BaiYinXiLeJieDaoBanShiChu,150207004,27427,1818,15877,11607,5435,15030,6237,16227,31257,19605,35482
,MaChiZhen,150207103,25352,1720,15919,12263,11319,15815,5870,16677,32492,17023,32942
ָ,HaLinGeErZhen,150207105,16629,1886,9999,8005,13510,9724,3012,10359,20083,11528,21527
ҵͬ,HaYeHuTongZhen,150207110,9347,1381,5899,4741,10853,5785,1651,6159,11944,6480,12379
̩ľ,AGaRuTaiSuMu,150207202,1552,106,705,629,857,691,181,753,1444,1134,1839
ɽ,JinShanZhen,150222102,59759,6624,38150,27691,56544,37631,11532,38467,76098,39765,77915
,XiDouPuZhen,150222103,13253,1739,8003,5485,16634,7961,2034,8864,16825,9023,17026
ʪ,XiaShiHaoZhen,150222104,21369,2510,12678,8908,26637,12636,3682,14310,26946,14883,27561
,YinHaoZhen,150222105,14951,1721,8879,5580,18633,8875,2261,9994,18869,10054,18933
˷,HuaiShuoZhen,150222106,14966,2028,9059,6330,19078,9055,2324,10178,19233,10259,19318
˳,XingShunXiZhen,150222107,11483,1683,7010,4914,14641,6995,1655,7738,14733,7811,14821
,ManDouLaZhen,150223102,899,59,524,428,924,510,149,550,1060,583,1107
ϣ,XiLaMuRenZhen,150223103,1659,159,983,893,1632,980,259,1094,2074,1094,2077
,BaiLingMiaoZhen,150223104,29462,3334,18788,14007,24417,18367,5779,18276,36643,19787,38575
ʯ,ShiBaoZhen,150223105,20365,2439,12694,8284,23511,12631,3593,13457,26088,13703,26397
ڿ˺,WuKeHuDongZhen,150223106,20476,2786,12553,9556,25993,12549,3222,13928,26477,13931,26484
,MingAnZhen,150223107,1467,85,711,827,1300,711,162,997,1708,1003,1714
,BaYinHuaZhen,150223108,1200,94,700,665,1291,691,206,764,1455,800,1500
ľ,DaErHanSuMu,150223213,2648,240,1510,1438,2943,1504,365,1606,3110,1743,3253
ïҵ԰,DaMaoBaRunGongYeYuanQu,150223400,375,1,31,31,0,26,3,32,58,348,379
ֵ´,FengHuangLingJieDaoBanShiChu,150302001,53145,4103,32636,23754,43191,31987,9650,32189,64176,34262,66898
ֵ´,HaiBeiJieDaoBanShiChu,150302002,57479,5228,35785,26045,47773,35256,10496,35189,70445,37418,73203
»ֵ´,XinHuaJieDaoBanShiChu,150302003,36898,2871,22629,17305,25171,22317,6941,23502,45819,24081,46710
»ֵ´,XinHuaXiJieDaoBanShiChu,150302004,28641,2287,17253,13180,17430,17019,4900,17566,34585,18575,35828
ֵ´,KaBuQiJieDaoBanShiChu,150302005,13237,1483,6623,4952,9647,6453,1522,6919,13372,9619,16242
ӽֵ´,BinHeJieDaoBanShiChu,150302007,28236,1840,15523,10904,14295,14325,4254,15149,29474,18807,34330
ǧɽ,QianLiShanZhen,150302101,18450,1154,9971,7533,10808,9704,3362,10711,20415,12995,22966
ɮٽֵ´,LaSengZhongJieDaoBanShiChu,150303001,29604,1485,18010,13428,14157,17766,7116,18660,36426,20195,38205
׿ɽֵ´,XiZhuoZiShanJieDaoBanShiChu,150303002,6277,476,3770,3086,3950,3682,1225,3860,7542,4208,7978
,GongWuSuZhen,150303102,21365,1557,11986,8959,14128,11447,3934,12488,23935,14870,26856
ɮ,LaSengMiaoZhen,150303103,11057,1218,6603,4822,8539,6080,1937,6452,12532,7609,14212
պ,BaYinTaoHaiZhen,150303104,12918,1639,6110,4777,9549,5757,1547,6017,11774,9994,16104
ֵ´,SanDaoKanJieDaoBanShiChu,150304002,8942,499,4115,2828,3662,3501,1166,3851,7352,6492,10607
廢ɽֵ´,WuHuShanJieDaoBanShiChu,150304003,12501,1355,7790,6188,9963,7738,2487,8285,16023,8553,16343
´ֵ´,XinDaJieDaoBanShiChu,150304008,26598,3069,16709,12318,21259,15967,4132,15893,31860,17090,33799
ֵ´,BaYinSaiJieDaoBanShiChu,150304009,20158,1595,12752,9798,14787,12648,4020,12684,25332,13021,25773
ҹֵ´,LiangJiaGouJieDaoBanShiChu,150304010,11275,1942,7249,6011,12143,7240,1672,7546,14786,7640,14889
պͼֵ´,SuHaiTuJieDaoBanShiChu,150304011,9151,1650,6007,5116,10466,6005,1469,6247,12252,6263,12270
�ֵ´,BinHaiJieDaoBanShiChu,150304012,12633,961,7006,5108,6414,6687,1898,6856,13543,8486,15492
׶,WuLanNaoErZhen,150304101,3192,492,1989,1661,3187,1981,513,2076,4057,2208,4197
ͽֵ´,XiTunJieDaoBanShiChu,150402001,28085,2613,17853,12003,21762,16279,4673,16028,32307,17518,35371
нֵֽ´,SanZhongJieJieDaoBanShiChu,150402002,16128,1600,10335,6693,10610,9473,2704,9142,18615,10097,20432
޽ֵ´,YongJuJieDaoBanShiChu,150402003,22055,2519,14496,10281,19200,14374,4103,14011,28385,14181,28677
ǽֵ´,DongChengJieDaoBanShiChu,150402004,30259,2246,18990,13596,12155,18378,5910,18703,37081,19425,38415
½ֵֽ´,NanXinJieJieDaoBanShiChu,150402005,30795,4160,20528,14196,28022,20035,5401,19406,39441,19828,40356
վǰֵ´,ZhanQianJieDaoBanShiChu,150402006,45968,4782,30044,18239,34401,24612,6923,23988,48600,27629,57673
Ͻֵ´,TieNanJieDaoBanShiChu,150402007,21391,1733,13144,9743,11312,12847,3706,13206,26053,13686,26830
ֵ´,ChangQingJieDaoBanShiChu,150402008,26720,3628,17347,12037,25032,16767,4203,16239,33006,17204,34551
ֵ´,HaDaJieDaoBanShiChu,150402009,23746,3342,16228,11456,18330,15250,4090,14401,29651,14950,31178
